id,ancestor_list,origin_time,destruction_time,num_orgs,tot_orgs,num_offspring,total_offspring,depth
338316,[336689],371,inf,1,1,0,0,324
338315,[336689],371,inf,1,1,0,0,324
338314,[336689],371,inf,1,1,0,0,324
338313,[336689],371,inf,1,1,0,0,324
338312,[336689],371,inf,1,1,0,0,324
338311,[336689],371,inf,1,1,0,0,324
338310,[336689],371,inf,1,1,0,0,324
338309,[336689],371,inf,1,1,0,0,324
338308,[336689],371,inf,1,1,0,0,324
338307,[336689],371,inf,1,1,0,0,324
338306,[336689],371,inf,1,1,0,0,324
338301,[336689],371,inf,1,1,0,0,324
338300,[336689],371,inf,1,1,0,0,324
338296,[336782],371,inf,1,1,0,0,323
338295,[335845],371,inf,1,1,0,0,322
338294,[337211],371,inf,1,1,0,0,323
338293,[337092],371,inf,1,1,0,0,321
338292,[336683],371,inf,1,1,0,0,322
338290,[337211],371,inf,1,1,0,0,323
338289,[336782],371,inf,1,1,0,0,323
338287,[337521],371,inf,1,1,0,0,322
338286,[337111],371,inf,1,1,0,0,323
338283,[337092],371,inf,1,1,0,0,321
338281,[337211],371,inf,1,1,0,0,323
338279,[335845],371,inf,1,1,0,0,322
338277,[336782],371,inf,1,1,0,0,323
338275,[336096],371,inf,1,1,0,0,322
338274,[337171],371,inf,1,1,0,0,324
338272,[337476],371,inf,1,1,0,0,326
338271,[335768],371,inf,1,1,0,0,321
338270,[337521],371,inf,1,1,0,0,322
338268,[337531],371,inf,1,1,0,0,324
338267,[337211],371,inf,1,1,0,0,323
338266,[337521],371,inf,1,1,0,0,322
338265,[337531],371,inf,1,1,0,0,324
338264,[337334],371,inf,1,1,0,0,323
338263,[337171],371,inf,1,1,0,0,324
338262,[337211],371,inf,1,1,0,0,323
338261,[336683],371,inf,1,1,0,0,322
338260,[337474],371,inf,1,1,0,0,321
338256,[337521],371,inf,1,1,0,0,322
338255,[337474],371,inf,1,1,0,0,321
338254,[337334],371,inf,1,1,0,0,323
338250,[337009],371,inf,1,1,0,0,326
338245,[337281],371,inf,1,1,0,0,323
338244,[337274],371,inf,1,1,0,0,323
338242,[337409],371,inf,1,1,0,0,323
338247,[337409],371,inf,1,1,0,0,323
338240,[337281],371,inf,1,1,0,0,323
338239,[337274],371,inf,1,1,0,0,323
338238,[337274],371,inf,1,1,0,0,323
338237,[337274],371,inf,1,1,0,0,323
338235,[337409],371,inf,1,1,0,0,323
338234,[337274],371,inf,1,1,0,0,323
338233,[337409],371,inf,1,1,0,0,323
338232,[337281],371,inf,1,1,0,0,323
338231,[336854],371,inf,1,1,0,0,301
338228,[336854],371,inf,1,1,0,0,301
338227,[337274],371,inf,1,1,0,0,323
338226,[337281],371,inf,1,1,0,0,323
338224,[336854],371,inf,1,1,0,0,301
338223,[337409],371,inf,1,1,0,0,323
338222,[337409],371,inf,1,1,0,0,323
338221,[336854],371,inf,1,1,0,0,301
338219,[337274],371,inf,1,1,0,0,323
338217,[336854],371,inf,1,1,0,0,301
338215,[337281],371,inf,1,1,0,0,323
338214,[337409],371,inf,1,1,0,0,323
338381,[336869],371,inf,1,1,0,0,329
338213,[337281],371,inf,1,1,0,0,323
338212,[337409],371,inf,1,1,0,0,323
338211,[337274],371,inf,1,1,0,0,323
338210,[336854],371,inf,1,1,0,0,301
338209,[337274],371,inf,1,1,0,0,323
338259,[337474],371,inf,1,1,0,0,321
338208,[337281],371,inf,1,1,0,0,323
338207,[337274],371,inf,1,1,0,0,323
338206,[337281],371,inf,1,1,0,0,323
338205,[336814],371,inf,1,1,0,0,321
338204,[337434],371,inf,1,1,0,0,326
338203,[337405],371,inf,1,1,0,0,318
338202,[337405],371,inf,1,1,0,0,318
338201,[337013],371,inf,1,1,0,0,321
338200,[336855],371,inf,1,1,0,0,325
338199,[337434],371,inf,1,1,0,0,326
338198,[337497],371,inf,1,1,0,0,323
338346,[337190],371,inf,1,1,0,0,321
338197,[337247],371,inf,1,1,0,0,321
338196,[337095],371,inf,1,1,0,0,322
338194,[336814],371,inf,1,1,0,0,321
338193,[337206],371,inf,1,1,0,0,325
338191,[336452],371,inf,1,1,0,0,302
338190,[337294],371,inf,1,1,0,0,323
338248,[337409],371,inf,1,1,0,0,323
338188,[337405],371,inf,1,1,0,0,318
338187,[336814],371,inf,1,1,0,0,321
338186,[337512],371,inf,1,1,0,0,322
338185,[337405],371,inf,1,1,0,0,318
338184,[337488],371,inf,1,1,0,0,323
338182,[337247],371,inf,1,1,0,0,321
338181,[336786],371,inf,1,1,0,0,323
338179,[337206],371,inf,1,1,0,0,325
338178,[337247],371,inf,1,1,0,0,321
338177,[337256],371,inf,1,1,0,0,322
338175,[336855],371,inf,1,1,0,0,325
338174,[336814],371,inf,1,1,0,0,321
338173,[336814],371,inf,1,1,0,0,321
338169,[337434],371,inf,1,1,0,0,326
338168,[337247],371,inf,1,1,0,0,321
338167,[336814],371,inf,1,1,0,0,321
338166,[337360],371,inf,1,1,0,0,326
338164,[336241],371,inf,1,1,0,0,303
338163,[337497],371,inf,1,1,0,0,323
338419,[336709],371,inf,1,1,0,0,324
338161,[337512],371,inf,1,1,0,0,322
338159,[336814],371,inf,1,1,0,0,321
338158,[337488],371,inf,1,1,0,0,323
338157,[337370],371,inf,1,1,0,0,325
338156,[336963],371,inf,1,1,0,0,326
338154,[336693],371,inf,1,1,0,0,326
338153,[337178],371,inf,1,1,0,0,326
338152,[337157],371,inf,1,1,0,0,322
338150,[336722],371,inf,1,1,0,0,326
338149,[336829],371,inf,1,1,0,0,325
338144,[336671],371,inf,1,1,0,0,319
338142,[336947],371,inf,1,1,0,0,323
338138,[337178],371,inf,1,1,0,0,326
338137,[337157],371,inf,1,1,0,0,322
338135,[337495],371,inf,1,1,0,0,320
338133,[336947],371,inf,1,1,0,0,323
338132,[337495],371,inf,1,1,0,0,320
338128,[336963],371,inf,1,1,0,0,326
338127,[337223],371,inf,1,1,0,0,325
338126,[336708],371,inf,1,1,0,0,326
338125,[336907],371,inf,1,1,0,0,322
338124,[337370],371,inf,1,1,0,0,325
338123,[337223],371,inf,1,1,0,0,325
338122,[337495],371,inf,1,1,0,0,320
338121,[337495],371,inf,1,1,0,0,320
338119,[337151],371,inf,1,1,0,0,323
338118,[336829],371,inf,1,1,0,0,325
338116,[336829],371,inf,1,1,0,0,325
338115,[336671],371,inf,1,1,0,0,319
338113,[336833],371,inf,1,1,0,0,322
338112,[336947],371,inf,1,1,0,0,323
338111,[336963],371,inf,1,1,0,0,326
338110,[335909],371,inf,1,1,0,0,322
338109,[336769],371,inf,1,1,0,0,327
338108,[337327],371,inf,1,1,0,0,323
338107,[334989],371,inf,1,1,0,0,300
338106,[337201],371,inf,1,1,0,0,330
338105,[337218],371,inf,1,1,0,0,323
338104,[336765],371,inf,1,1,0,0,326
338103,[336397],371,inf,1,1,0,0,301
338102,[337456],371,inf,1,1,0,0,323
338101,[334989],371,inf,1,1,0,0,300
338097,[337029],371,inf,1,1,0,0,323
338393,[337246],371,inf,1,1,0,0,325
338095,[337218],371,inf,1,1,0,0,323
338093,[336397],371,inf,1,1,0,0,301
338089,[337327],371,inf,1,1,0,0,323
338088,[337201],371,inf,1,1,0,0,330
338087,[336796],371,inf,1,1,0,0,324
338085,[337282],371,inf,1,1,0,0,322
338084,[337025],371,inf,1,1,0,0,323
338082,[337220],371,inf,1,1,0,0,322
338249,[337281],371,inf,1,1,0,0,323
338081,[336765],371,inf,1,1,0,0,326
338251,[336782],371,inf,1,1,0,0,323
338080,[336823],371,inf,1,1,0,0,326
338079,[336798],371,inf,1,1,0,0,322
338077,[337499],371,inf,1,1,0,0,326
338075,[337499],371,inf,1,1,0,0,326
338073,[336823],371,inf,1,1,0,0,326
338072,[337499],371,inf,1,1,0,0,326
338071,[336871],371,inf,1,1,0,0,325
338068,[336654],371,inf,1,1,0,0,323
338067,[337007],371,inf,1,1,0,0,323
338066,[337201],371,inf,1,1,0,0,330
338065,[336769],371,inf,1,1,0,0,327
338064,[336127],371,inf,1,1,0,0,320
338335,[336689],371,inf,1,1,0,0,324
338063,[337483],371,inf,1,1,0,0,323
338062,[337237],371,inf,1,1,0,0,322
338060,[337312],371,inf,1,1,0,0,321
338058,[337003],371,inf,1,1,0,0,321
338057,[337483],371,inf,1,1,0,0,323
338056,[337483],371,inf,1,1,0,0,323
338054,[336900],371,inf,1,1,0,0,326
338053,[337450],371,inf,1,1,0,0,323
338052,[337237],371,inf,1,1,0,0,322
338364,[337062],371,inf,1,1,0,0,326
338051,[337326],371,inf,1,1,0,0,321
338049,[337003],371,inf,1,1,0,0,321
338048,[336510],371,inf,1,1,0,0,323
338044,[336646],371,inf,1,1,0,0,323
338043,[337079],371,inf,1,1,0,0,323
338189,[337256],371,inf,1,1,0,0,322
338042,[336510],371,inf,1,1,0,0,323
338041,[335568],371,inf,1,1,0,0,323
338038,[337312],371,inf,1,1,0,0,321
338037,[337312],371,inf,1,1,0,0,321
338036,[337326],371,inf,1,1,0,0,321
338252,[337009],371,inf,1,1,0,0,326
338035,[337121],371,inf,1,1,0,0,323
338034,[336880],371,inf,1,1,0,0,322
338033,[337312],371,inf,1,1,0,0,321
338032,[337312],371,inf,1,1,0,0,321
338302,[336689],371,inf,1,1,0,0,324
338028,[337079],371,inf,1,1,0,0,323
338027,[336646],371,inf,1,1,0,0,323
338025,[336646],371,inf,1,1,0,0,323
338024,[336952],371,inf,1,1,0,0,321
338022,[335568],371,inf,1,1,0,0,323
338021,[336900],371,inf,1,1,0,0,326
338195,[337013],371,inf,1,1,0,0,321
338020,[337312],371,inf,1,1,0,0,321
338317,[336689],371,inf,1,1,0,0,324
338019,[337237],371,inf,1,1,0,0,322
338018,[337003],371,inf,1,1,0,0,321
338017,[337001],371,inf,1,1,0,0,322
338015,[335866],371,inf,1,1,0,0,321
338014,[337001],371,inf,1,1,0,0,322
338013,[336732],371,inf,1,1,0,0,324
338011,[337506],371,inf,1,1,0,0,323
338010,[336918],371,inf,1,1,0,0,301
338009,[336766],371,inf,1,1,0,0,326
338008,[337355],371,inf,1,1,0,0,323
338007,[337001],371,inf,1,1,0,0,322
338006,[337243],371,inf,1,1,0,0,321
338433,[336709],371,inf,1,1,0,0,324
338005,[335866],371,inf,1,1,0,0,321
338004,[335741],371,inf,1,1,0,0,321
338003,[337506],371,inf,1,1,0,0,323
338012,[337113],371,inf,1,1,0,0,323
338002,[336766],371,inf,1,1,0,0,326
338000,[337197],371,inf,1,1,0,0,322
337997,[337152],371,inf,1,1,0,0,323
337995,[337065],371,inf,1,1,0,0,326
337994,[337243],371,inf,1,1,0,0,321
337993,[337506],371,inf,1,1,0,0,323
337992,[337113],371,inf,1,1,0,0,323
337989,[336419],371,inf,1,1,0,0,326
337988,[337492],371,inf,1,1,0,0,324
337987,[336876],371,inf,1,1,0,0,322
337986,[337001],371,inf,1,1,0,0,322
337985,[337342],371,inf,1,1,0,0,323
337983,[335741],371,inf,1,1,0,0,321
337981,[337273],371,inf,1,1,0,0,324
337980,[335741],371,inf,1,1,0,0,321
337979,[337113],371,inf,1,1,0,0,323
337978,[336732],371,inf,1,1,0,0,324
337976,[337529],371,inf,1,1,0,0,322
337975,[337262],371,inf,1,1,0,0,323
337974,[337001],371,inf,1,1,0,0,322
337973,[337529],371,inf,1,1,0,0,322
337971,[335568],371,inf,1,1,0,0,323
337968,[337059],371,inf,1,1,0,0,325
337967,[335568],371,inf,1,1,0,0,323
337966,[337145],371,inf,1,1,0,0,323
338029,[337003],371,inf,1,1,0,0,321
337965,[337464],371,inf,1,1,0,0,324
337962,[336641],371,inf,1,1,0,0,319
337961,[337051],371,inf,1,1,0,0,326
337959,[337280],371,inf,1,1,0,0,323
337957,[336750],371,inf,1,1,0,0,303
337956,[337348],371,inf,1,1,0,0,321
337953,[337291],371,inf,1,1,0,0,324
337951,[337193],371,inf,1,1,0,0,322
337950,[337291],371,inf,1,1,0,0,324
337948,[337271],371,inf,1,1,0,0,322
337947,[337145],371,inf,1,1,0,0,323
337946,[337051],371,inf,1,1,0,0,326
338269,[337092],371,inf,1,1,0,0,321
337945,[337252],371,inf,1,1,0,0,323
337944,[336910],371,inf,1,1,0,0,302
337943,[336241],371,inf,1,1,0,0,303
337942,[336700],371,inf,1,1,0,0,324
337941,[337059],371,inf,1,1,0,0,325
337969,[334540],371,inf,1,1,0,0,300
337938,[336641],371,inf,1,1,0,0,319
337936,[336750],371,inf,1,1,0,0,303
337934,[337348],371,inf,1,1,0,0,321
337933,[337051],371,inf,1,1,0,0,326
337932,[337252],371,inf,1,1,0,0,323
337931,[337117],371,inf,1,1,0,0,326
337930,[336656],371,inf,1,1,0,0,323
337929,[337106],371,inf,1,1,0,0,321
337928,[337430],371,inf,1,1,0,0,326
337926,[336656],371,inf,1,1,0,0,323
338092,[337025],371,inf,1,1,0,0,323
337925,[337431],371,inf,1,1,0,0,324
337924,[336300],371,inf,1,1,0,0,325
337922,[337431],371,inf,1,1,0,0,324
337920,[336844],371,inf,1,1,0,0,326
337919,[336977],371,inf,1,1,0,0,321
338100,[336397],371,inf,1,1,0,0,301
337918,[336688],371,inf,1,1,0,0,326
337917,[337534],371,inf,1,1,0,0,324
337916,[337042],371,inf,1,1,0,0,324
337914,[336892],371,inf,1,1,0,0,322
337913,[337116],371,inf,1,1,0,0,322
337912,[337248],371,inf,1,1,0,0,322
337910,[337158],371,inf,1,1,0,0,322
337908,[337470],371,inf,1,1,0,0,322
337949,[337193],371,inf,1,1,0,0,322
337907,[337182],371,inf,1,1,0,0,321
337906,[337536],371,inf,1,1,0,0,324
337905,[337462],371,inf,1,1,0,0,320
337903,[337462],371,inf,1,1,0,0,320
337902,[336771],371,inf,1,1,0,0,303
337901,[337478],371,inf,1,1,0,0,324
338098,[336397],371,inf,1,1,0,0,301
337899,[336996],371,inf,1,1,0,0,322
337898,[337257],371,inf,1,1,0,0,323
337897,[337257],371,inf,1,1,0,0,323
337896,[337117],371,inf,1,1,0,0,326
337895,[337431],371,inf,1,1,0,0,324
337894,[337534],371,inf,1,1,0,0,324
337893,[337182],371,inf,1,1,0,0,321
337892,[337116],371,inf,1,1,0,0,322
337891,[337448],371,inf,1,1,0,0,323
337890,[337158],371,inf,1,1,0,0,322
338162,[337294],371,inf,1,1,0,0,323
337889,[337470],371,inf,1,1,0,0,322
337888,[336733],371,inf,1,1,0,0,303
337887,[337116],371,inf,1,1,0,0,322
337885,[336640],371,inf,1,1,0,0,322
337883,[337141],371,inf,1,1,0,0,324
337881,[337439],371,inf,1,1,0,0,322
337880,[336875],371,inf,1,1,0,0,324
338040,[337258],371,inf,1,1,0,0,322
337879,[336875],371,inf,1,1,0,0,324
337878,[337485],371,inf,1,1,0,0,323
337874,[337136],371,inf,1,1,0,0,320
337870,[337234],371,inf,1,1,0,0,322
337868,[337485],371,inf,1,1,0,0,323
337865,[337011],371,inf,1,1,0,0,322
337864,[337361],371,inf,1,1,0,0,324
337862,[337361],371,inf,1,1,0,0,324
337860,[336875],371,inf,1,1,0,0,324
337859,[337136],371,inf,1,1,0,0,320
337858,[336856],371,inf,1,1,0,0,325
337857,[337073],371,inf,1,1,0,0,326
337856,[337040],371,inf,1,1,0,0,323
337855,[336856],371,inf,1,1,0,0,325
337854,[337408],371,inf,1,1,0,0,321
337853,[336651],371,inf,1,1,0,0,323
337852,[337439],371,inf,1,1,0,0,322
337850,[337141],371,inf,1,1,0,0,324
337849,[336875],371,inf,1,1,0,0,324
337848,[337234],371,inf,1,1,0,0,322
337846,[337040],371,inf,1,1,0,0,323
337845,[337361],371,inf,1,1,0,0,324
337842,[337452],371,inf,1,1,0,0,324
337841,[336899],371,inf,1,1,0,0,322
338298,[336689],371,inf,1,1,0,0,324
337840,[337494],371,inf,1,1,0,0,326
337838,[336899],371,inf,1,1,0,0,322
337837,[337285],371,inf,1,1,0,0,324
338397,[336709],371,inf,1,1,0,0,324
337834,[336680],371,inf,1,1,0,0,321
337833,[337494],371,inf,1,1,0,0,326
337831,[336751],371,inf,1,1,0,0,326
337972,[336641],371,inf,1,1,0,0,319
337829,[335734],371,inf,1,1,0,0,321
337828,[336999],371,inf,1,1,0,0,320
338276,[337328],371,inf,1,1,0,0,323
337827,[337196],371,inf,1,1,0,0,323
337826,[336680],371,inf,1,1,0,0,321
337822,[336896],371,inf,1,1,0,0,325
337821,[336899],371,inf,1,1,0,0,322
337820,[336899],371,inf,1,1,0,0,322
338333,[336689],371,inf,1,1,0,0,324
337819,[336974],371,inf,1,1,0,0,321
337818,[336974],371,inf,1,1,0,0,321
338218,[337274],371,inf,1,1,0,0,323
337817,[337276],371,inf,1,1,0,0,324
337816,[335784],371,inf,1,1,0,0,322
337814,[337285],371,inf,1,1,0,0,324
337866,[337005],371,inf,1,1,0,0,321
337813,[337196],371,inf,1,1,0,0,323
337812,[335734],371,inf,1,1,0,0,321
337811,[337285],371,inf,1,1,0,0,324
337810,[336680],371,inf,1,1,0,0,321
337807,[337083],371,inf,1,1,0,0,323
337806,[336959],371,inf,1,1,0,0,326
337805,[336647],371,inf,1,1,0,0,322
337802,[337196],371,inf,1,1,0,0,323
337801,[337427],371,inf,1,1,0,0,325
337800,[337196],371,inf,1,1,0,0,323
337799,[337452],371,inf,1,1,0,0,324
337798,[337196],371,inf,1,1,0,0,323
337794,[336889],371,inf,1,1,0,0,328
337793,[337537],371,inf,1,1,0,0,322
338303,[336689],371,inf,1,1,0,0,324
337792,[337214],371,inf,1,1,0,0,322
338030,[335568],371,inf,1,1,0,0,323
337791,[337085],371,inf,1,1,0,0,323
337789,[337428],371,inf,1,1,0,0,323
337788,[337391],371,inf,1,1,0,0,324
337786,[336813],371,inf,1,1,0,0,323
337785,[337311],371,inf,1,1,0,0,327
337784,[337537],371,inf,1,1,0,0,322
337783,[336644],371,inf,1,1,0,0,326
337778,[336857],371,inf,1,1,0,0,322
337773,[337435],371,inf,1,1,0,0,326
337771,[336889],371,inf,1,1,0,0,328
337770,[336644],371,inf,1,1,0,0,326
337768,[337035],371,inf,1,1,0,0,321
337766,[336865],371,inf,1,1,0,0,322
337765,[337373],371,inf,1,1,0,0,325
338001,[336876],371,inf,1,1,0,0,322
337764,[337311],371,inf,1,1,0,0,327
337763,[336889],371,inf,1,1,0,0,328
337762,[337428],371,inf,1,1,0,0,323
337761,[336993],371,inf,1,1,0,0,323
337760,[336644],371,inf,1,1,0,0,326
337759,[337537],371,inf,1,1,0,0,322
338090,[337226],371,inf,1,1,0,0,323
337808,[337452],371,inf,1,1,0,0,324
337758,[337537],371,inf,1,1,0,0,322
337757,[336865],371,inf,1,1,0,0,322
338342,[336689],371,inf,1,1,0,0,324
337756,[336643],371,inf,1,1,0,0,319
337755,[337284],371,inf,1,1,0,0,326
337754,[337345],371,inf,1,1,0,0,323
337753,[337122],371,inf,1,1,0,0,323
337750,[337490],371,inf,1,1,0,0,321
337749,[336643],371,inf,1,1,0,0,319
337748,[336928],371,inf,1,1,0,0,322
337797,[336676],371,inf,1,1,0,0,325
337747,[336914],371,inf,1,1,0,0,302
337745,[336452],371,inf,1,1,0,0,302
337744,[336928],371,inf,1,1,0,0,322
337743,[337140],371,inf,1,1,0,0,324
337742,[337433],371,inf,1,1,0,0,327
337741,[336914],371,inf,1,1,0,0,302
338230,[337409],371,inf,1,1,0,0,323
337740,[336914],371,inf,1,1,0,0,302
337739,[336914],371,inf,1,1,0,0,302
338061,[337188],371,inf,1,1,0,0,322
337738,[336914],371,inf,1,1,0,0,302
338076,[337432],371,inf,1,1,0,0,325
337736,[336737],371,inf,1,1,0,0,327
338069,[337432],371,inf,1,1,0,0,325
337735,[337140],371,inf,1,1,0,0,324
338114,[337120],371,inf,1,1,0,0,323
337733,[336914],371,inf,1,1,0,0,302
337732,[336241],371,inf,1,1,0,0,303
338176,[336814],371,inf,1,1,0,0,321
337731,[336697],371,inf,1,1,0,0,326
337729,[336928],371,inf,1,1,0,0,322
338129,[337495],371,inf,1,1,0,0,320
337725,[336928],371,inf,1,1,0,0,322
337724,[336697],371,inf,1,1,0,0,326
337723,[336737],371,inf,1,1,0,0,327
337722,[336737],371,inf,1,1,0,0,327
337721,[337140],371,inf,1,1,0,0,324
337720,[336241],371,inf,1,1,0,0,303
337719,[336737],371,inf,1,1,0,0,327
337717,[336452],371,inf,1,1,0,0,302
337716,[337433],371,inf,1,1,0,0,327
337715,[336928],371,inf,1,1,0,0,322
337713,[336705],371,inf,1,1,0,0,326
337711,[336705],371,inf,1,1,0,0,326
338183,[337101],371,inf,1,1,0,0,322
337707,[337099],371,inf,1,1,0,0,323
337706,[337099],371,inf,1,1,0,0,323
337705,[336658],371,inf,1,1,0,0,323
337704,[337253],371,inf,1,1,0,0,325
337703,[336369],371,inf,1,1,0,0,322
337702,[336520],371,inf,1,1,0,0,325
337935,[336241],371,inf,1,1,0,0,303
337701,[337415],371,inf,1,1,0,0,322
337697,[336624],371,inf,1,1,0,0,301
337695,[337146],371,inf,1,1,0,0,324
337694,[336679],371,inf,1,1,0,0,325
337692,[336520],371,inf,1,1,0,0,325
338026,[337483],371,inf,1,1,0,0,323
337691,[336624],371,inf,1,1,0,0,301
337690,[337381],371,inf,1,1,0,0,322
337689,[336520],371,inf,1,1,0,0,325
338131,[336963],371,inf,1,1,0,0,326
337688,[336831],371,inf,1,1,0,0,325
337687,[336624],371,inf,1,1,0,0,301
337686,[337119],371,inf,1,1,0,0,322
338143,[336693],371,inf,1,1,0,0,326
337684,[337160],371,inf,1,1,0,0,323
337683,[336831],371,inf,1,1,0,0,325
337681,[337236],371,inf,1,1,0,0,322
337680,[337160],371,inf,1,1,0,0,323
337679,[337099],371,inf,1,1,0,0,323
337676,[336925],371,inf,1,1,0,0,325
337675,[337377],371,inf,1,1,0,0,303
338086,[337339],371,inf,1,1,0,0,322
337674,[337381],371,inf,1,1,0,0,322
337727,[337433],371,inf,1,1,0,0,327
337673,[336705],371,inf,1,1,0,0,326
337672,[337119],371,inf,1,1,0,0,322
337671,[337308],371,inf,1,1,0,0,322
337670,[337308],371,inf,1,1,0,0,322
337668,[337308],371,inf,1,1,0,0,322
337667,[336658],371,inf,1,1,0,0,323
338050,[337326],371,inf,1,1,0,0,321
337666,[337119],371,inf,1,1,0,0,322
337665,[336867],371,inf,1,1,0,0,324
337664,[337358],371,inf,1,1,0,0,326
337663,[337186],371,inf,1,1,0,0,322
337662,[337174],371,inf,1,1,0,0,300
337661,[336726],371,inf,1,1,0,0,323
337659,[336687],371,inf,1,1,0,0,324
337656,[337358],371,inf,1,1,0,0,326
337654,[336726],371,inf,1,1,0,0,323
338046,[337121],371,inf,1,1,0,0,323
337730,[336452],371,inf,1,1,0,0,302
337652,[336554],371,inf,1,1,0,0,323
337651,[336726],371,inf,1,1,0,0,323
337650,[337358],371,inf,1,1,0,0,326
337648,[337186],371,inf,1,1,0,0,322
337647,[336799],371,inf,1,1,0,0,303
337645,[336554],371,inf,1,1,0,0,323
337644,[336867],371,inf,1,1,0,0,324
337643,[336840],371,inf,1,1,0,0,301
337642,[337358],371,inf,1,1,0,0,326
337641,[337358],371,inf,1,1,0,0,326
338155,[337178],371,inf,1,1,0,0,326
337640,[336687],371,inf,1,1,0,0,324
337639,[335298],371,inf,1,1,0,0,321
337638,[335298],371,inf,1,1,0,0,321
338291,[335768],371,inf,1,1,0,0,321
337637,[337174],371,inf,1,1,0,0,300
337636,[336554],371,inf,1,1,0,0,323
337635,[336554],371,inf,1,1,0,0,323
337634,[336745],371,inf,1,1,0,0,302
337632,[336864],371,inf,1,1,0,0,324
337631,[337358],371,inf,1,1,0,0,326
337630,[337358],371,inf,1,1,0,0,326
337939,[336641],371,inf,1,1,0,0,319
337629,[336799],371,inf,1,1,0,0,303
337628,[337527],371,inf,1,1,0,0,326
337627,[337527],371,inf,1,1,0,0,326
337626,[337527],371,inf,1,1,0,0,326
337624,[336853],371,inf,1,1,0,0,304
337623,[337021],371,inf,1,1,0,0,322
337622,[336753],371,inf,1,1,0,0,303
337621,[336809],371,inf,1,1,0,0,303
337620,[336789],371,inf,1,1,0,0,321
